OTU ID	HE327A	HE327C	HE327D	HE327E	HE327F	HE327G	HE327J	HE327K	HE327L	HE327N
otu4588	1	0	0	0	0	1	0	0	0	0
otu4589	0	1	1	0	0	0	0	0	0	0
otu46	2	0	0	0	0	0	0	0	0	0
otu4601	0	0	0	0	0	0	2	0	0	0
otu4605	0	0	0	0	0	0	2	0	0	0
otu4617	0	0	2	0	0	0	0	0	0	0
otu4621	2	0	0	0	0	0	0	0	0	0
otu4624	1	0	0	0	0	0	0	0	1	0
otu4627	0	0	2	0	0	0	0	0	0	0
otu4631	0	0	0	0	1	1	0	0	0	0
otu4636	0	0	0	0	0	2	0	0	0	0
otu466	0	0	0	0	0	0	0	1	1	0
otu4669	0	0	0	0	0	2	0	0	0	0
otu4676	0	0	1	0	0	0	0	1	0	0
otu4680	1	1	0	0	0	0	0	0	0	0
otu4684	0	0	1	0	1	0	0	0	0	0
otu4689	0	1	1	0	0	0	0	0	0	0
otu4690	0	0	0	0	0	0	0	1	1	0
otu4699	0	0	0	0	1	0	0	0	1	0
otu470	0	0	0	2	0	0	0	0	0	0
otu4701	0	0	0	1	1	0	0	0	0	0
otu4705	0	0	2	0	0	0	0	0	0	0
otu4716	0	0	0	0	1	0	1	0	0	0
otu4722	0	1	0	0	0	0	0	1	0	0
otu4724	0	0	0	0	0	0	0	0	0	2
otu4738	0	0	2	0	0	0	0	0	0	0
otu474	1	0	0	0	0	0	1	0	0	0
otu4743	0	2	0	0	0	0	0	0	0	0
otu4752	0	0	0	0	1	0	0	0	1	0
otu4758	0	0	2	0	0	0	0	0	0	0
otu4789	0	0	0	1	0	0	0	0	1	0
otu4793	0	0	0	2	0	0	0	0	0	0
otu4809	0	0	0	0	0	2	0	0	0	0
otu482	0	0	2	0	0	0	0	0	0	0
otu4820	0	1	0	0	0	0	0	0	1	0
otu4825	1	0	0	0	0	0	0	0	1	0
otu483	2	0	0	0	0	0	0	0	0	0
otu4838	0	2	0	0	0	0	0	0	0	0
otu4859	0	0	2	0	0	0	0	0	0	0
otu486	2	0	0	0	0	0	0	0	0	0
otu4866	0	0	0	0	1	1	0	0	0	0
otu4872	0	1	1	0	0	0	0	0	0	0
otu4874	0	1	0	0	0	1	0	0	0	0
otu4878	0	0	0	2	0	0	0	0	0	0
otu4886	0	1	0	0	0	0	0	0	1	0
otu4890	0	2	0	0	0	0	0	0	0	0
otu4910	0	0	0	0	0	0	0	0	0	2
otu492	0	0	0	0	0	0	0	0	2	0
otu4930	0	1	0	0	1	0	0	0	0	0
otu4932	0	2	0	0	0	0	0	0	0	0
otu4933	2	0	0	0	0	0	0	0	0	0
otu4938	0	2	0	0	0	0	0	0	0	0
otu4942	0	0	2	0	0	0	0	0	0	0
otu4960	0	0	0	0	0	0	0	0	0	2
otu4962	0	0	0	2	0	0	0	0	0	0
otu4966	0	1	0	0	0	1	0	0	0	0
otu4968	0	2	0	0	0	0	0	0	0	0
otu4973	0	0	0	0	0	0	0	2	0	0
otu4980	0	0	1	0	0	1	0	0	0	0
otu4995	0	0	0	0	0	0	0	0	2	0
otu5001	0	0	0	0	1	0	0	0	1	0
otu501	0	0	0	0	0	0	0	0	2	0
otu5012	2	0	0	0	0	0	0	0	0	0
otu5013	0	2	0	0	0	0	0	0	0	0
otu5019	0	0	0	0	0	2	0	0	0	0
otu5021	0	0	0	2	0	0	0	0	0	0
otu504	0	0	0	0	0	2	0	0	0	0
otu5047	0	0	0	0	2	0	0	0	0	0
otu5048	0	0	0	1	1	0	0	0	0	0
otu5071	2	0	0	0	0	0	0	0	0	0
otu5075	1	0	1	0	0	0	0	0	0	0
otu5079	0	0	0	0	0	0	2	0	0	0
otu5093	2	0	0	0	0	0	0	0	0	0
otu5094	0	0	0	0	0	0	0	0	2	0
otu5096	0	0	0	0	2	0	0	0	0	0
otu512	0	0	0	2	0	0	0	0	0	0
otu5126	0	0	0	0	0	1	1	0	0	0
otu513	0	0	0	0	0	0	0	0	0	2
otu5131	0	0	1	0	0	0	0	0	1	0
otu5134	0	0	0	0	0	0	0	0	2	0
otu5150	0	0	0	0	0	0	1	0	1	0
otu5171	1	0	0	1	0	0	0	0	0	0
otu5172	0	2	0	0	0	0	0	0	0	0
otu5188	0	0	2	0	0	0	0	0	0	0
otu5199	0	0	0	0	0	0	1	0	0	1
otu5209	1	0	0	0	1	0	0	0	0	0
otu5213	2	0	0	0	0	0	0	0	0	0
otu5220	0	0	0	0	2	0	0	0	0	0
otu5224	0	0	0	0	2	0	0	0	0	0
otu5231	0	0	0	1	0	1	0	0	0	0
otu5238	0	0	0	0	0	0	2	0	0	0
otu5242	0	0	0	2	0	0	0	0	0	0
otu5250	1	0	0	1	0	0	0	0	0	0
otu5256	2	0	0	0	0	0	0	0	0	0
otu526	0	0	1	1	0	0	0	0	0	0
otu5260	0	0	0	0	0	0	0	0	2	0
otu5266	0	0	0	0	0	0	0	0	1	1
otu5272	0	0	0	0	0	0	0	0	2	0
otu5274	0	0	1	0	1	0	0	0	0	0
otu5278	1	0	0	0	0	0	0	1	0	0
otu5285	0	0	0	0	0	0	0	0	2	0
otu529	2	0	0	0	0	0	0	0	0	0
otu5291	0	0	2	0	0	0	0	0	0	0
otu5297	0	0	0	0	0	0	1	0	0	1
otu5303	0	0	0	0	0	0	0	0	0	2
otu5307	1	0	0	0	0	0	0	0	1	0
otu5318	0	2	0	0	0	0	0	0	0	0
otu5324	0	0	0	0	0	0	2	0	0	0
otu5326	0	2	0	0	0	0	0	0	0	0
otu5327	0	0	0	0	1	0	1	0	0	0
otu5339	2	0	0	0	0	0	0	0	0	0
otu5352	0	0	0	0	0	1	0	0	1	0
otu5358	0	0	0	0	1	1	0	0	0	0
otu5360	0	0	0	2	0	0	0	0	0	0
otu5368	0	0	2	0	0	0	0	0	0	0
otu5378	0	0	0	0	2	0	0	0	0	0
otu5389	0	2	0	0	0	0	0	0	0	0
otu5393	0	0	0	0	0	1	0	1	0	0
otu5395	1	1	0	0	0	0	0	0	0	0
otu54	0	0	0	0	0	0	1	0	0	1
otu5411	0	0	0	0	0	2	0	0	0	0
otu5422	0	0	0	0	1	0	0	0	0	1
otu5424	0	0	0	0	0	0	0	0	0	2
otu5427	0	0	0	1	0	1	0	0	0	0
otu5429	0	2	0	0	0	0	0	0	0	0
otu5439	0	0	0	0	0	0	0	2	0	0
otu5443	0	0	0	0	0	0	0	0	2	0
otu5453	0	0	1	0	0	1	0	0	0	0
otu5454	0	0	0	0	0	0	0	0	0	2
otu5458	0	0	1	0	0	0	0	1	0	0
otu5463	0	0	0	0	0	0	0	0	1	1
otu5467	0	1	1	0	0	0	0	0	0	0
otu5483	2	0	0	0	0	0	0	0	0	0
otu5484	0	0	0	1	0	0	0	0	1	0
otu5487	0	0	0	0	0	0	0	0	2	0
otu5490	0	0	2	0	0	0	0	0	0	0
otu5491	2	0	0	0	0	0	0	0	0	0
otu5499	0	1	1	0	0	0	0	0	0	0
otu5500	0	0	2	0	0	0	0	0	0	0
otu5501	0	0	2	0	0	0	0	0	0	0
otu5504	0	0	2	0	0	0	0	0	0	0
otu5516	0	0	0	0	2	0	0	0	0	0
otu5521	0	0	0	0	1	0	0	1	0	0
otu5522	0	0	0	0	2	0	0	0	0	0
otu5527	0	0	0	2	0	0	0	0	0	0
otu5530	1	0	1	0	0	0	0	0	0	0
otu5531	0	0	0	0	0	0	2	0	0	0
otu5538	0	0	0	1	0	0	0	0	1	0
otu5546	0	0	0	0	1	1	0	0	0	0
otu5553	0	2	0	0	0	0	0	0	0	0
otu5579	0	0	0	0	0	0	0	0	2	0
otu5587	0	0	0	2	0	0	0	0	0	0
otu5593	0	0	0	0	2	0	0	0	0	0
otu5594	0	0	0	2	0	0	0	0	0	0
otu5595	2	0	0	0	0	0	0	0	0	0
otu5596	2	0	0	0	0	0	0	0	0	0
otu5597	0	0	0	0	0	0	2	0	0	0
otu5618	0	0	0	2	0	0	0	0	0	0
otu5619	2	0	0	0	0	0	0	0	0	0
otu5621	0	0	0	2	0	0	0	0	0	0
otu5625	0	0	0	0	0	0	0	1	1	0
otu5635	0	0	2	0	0	0	0	0	0	0
otu5637	0	0	0	0	2	0	0	0	0	0
otu5638	0	2	0	0	0	0	0	0	0	0
otu5639	0	0	0	2	0	0	0	0	0	0
otu5642	1	0	0	1	0	0	0	0	0	0
otu5650	2	0	0	0	0	0	0	0	0	0
otu5670	0	0	0	0	0	1	0	0	1	0
otu5676	0	0	0	0	0	0	0	1	1	0
otu5678	0	0	0	2	0	0	0	0	0	0
otu5679	0	0	0	0	0	0	2	0	0	0
otu5691	0	0	0	0	0	0	0	0	1	1
otu570	0	0	1	0	1	0	0	0	0	0
otu5709	0	0	0	0	0	1	0	0	0	1
otu5726	0	0	1	0	0	0	0	1	0	0
otu5729	0	0	0	0	0	0	0	2	0	0
otu5731	0	0	0	0	0	0	0	0	2	0
otu5740	0	0	0	0	0	0	0	0	1	1
otu5741	1	0	1	0	0	0	0	0	0	0
otu5742	0	0	0	0	0	2	0	0	0	0
otu5744	0	1	0	0	0	1	0	0	0	0
otu5748	0	0	2	0	0	0	0	0	0	0
otu5758	0	0	0	0	0	0	0	0	1	1
otu5768	0	0	0	1	0	0	0	1	0	0
otu5775	0	0	1	0	0	1	0	0	0	0
otu5781	0	0	0	2	0	0	0	0	0	0
otu5782	0	0	0	2	0	0	0	0	0	0
otu5790	0	0	1	0	1	0	0	0	0	0
otu5798	0	0	0	0	0	0	0	0	0	2
otu5806	0	0	0	0	0	0	1	0	1	0
otu5810	0	0	1	0	0	0	0	0	1	0
otu5820	0	1	1	0	0	0	0	0	0	0
otu5829	1	1	0	0	0	0	0	0	0	0
otu583	2	0	0	0	0	0	0	0	0	0
otu5835	0	0	1	1	0	0	0	0	0	0
otu5839	0	0	1	1	0	0	0	0	0	0
otu5846	0	1	0	0	0	1	0	0	0	0
otu5853	0	0	1	0	0	1	0	0	0	0
otu5865	0	0	0	0	0	0	0	0	2	0
otu5866	0	0	2	0	0	0	0	0	0	0
otu5868	0	0	0	0	1	1	0	0	0	0
otu587	0	0	0	0	0	0	0	2	0	0
otu5875	0	0	0	2	0	0	0	0	0	0
otu5882	0	1	1	0	0	0	0	0	0	0
otu5885	0	0	0	0	0	0	0	0	2	0
otu5886	0	0	0	0	1	1	0	0	0	0
otu5889	0	1	0	0	0	0	0	0	1	0
otu589	0	0	0	0	0	0	2	0	0	0
otu5891	2	0	0	0	0	0	0	0	0	0
otu5892	0	0	0	0	0	2	0	0	0	0
otu5903	0	0	0	0	0	2	0	0	0	0
otu5906	0	0	0	2	0	0	0	0	0	0
otu5922	0	0	2	0	0	0	0	0	0	0
otu5924	0	0	0	0	0	0	1	0	1	0
otu5934	0	0	0	0	0	0	0	1	1	0
otu5936	0	0	0	0	0	0	0	0	2	0
otu5937	0	0	0	0	0	0	0	2	0	0
otu594	0	0	0	0	0	2	0	0	0	0
otu5943	2	0	0	0	0	0	0	0	0	0
otu5944	0	0	1	0	0	0	0	1	0	0
otu5947	0	0	0	0	0	0	2	0	0	0
otu5952	0	1	1	0	0	0	0	0	0	0
otu5962	0	1	1	0	0	0	0	0	0	0
otu5969	0	0	0	0	1	1	0	0	0	0
otu597	2	0	0	0	0	0	0	0	0	0
otu5977	0	0	2	0	0	0	0	0	0	0
otu5983	0	0	0	0	0	1	0	1	0	0
otu5985	0	1	0	0	0	1	0	0	0	0
otu5988	0	0	0	0	1	0	0	0	1	0
otu599	0	0	0	0	0	0	0	1	1	0
otu5990	0	0	2	0	0	0	0	0	0	0
otu5995	2	0	0	0	0	0	0	0	0	0
otu6	0	0	0	1	1	0	0	0	0	0
otu6003	0	0	2	0	0	0	0	0	0	0
otu601	2	0	0	0	0	0	0	0	0	0
otu6015	0	0	0	0	0	2	0	0	0	0
otu6023	0	1	0	0	0	1	0	0	0	0
otu6027	0	0	1	0	0	1	0	0	0	0
otu6035	0	0	0	0	0	0	0	0	0	2
otu6037	1	0	0	0	1	0	0	0	0	0
otu6040	1	0	1	0	0	0	0	0	0	0
otu6042	0	0	0	0	0	1	1	0	0	0
otu6047	0	0	2	0	0	0	0	0	0	0
otu6050	0	0	0	0	0	0	0	0	2	0
otu6056	0	0	0	2	0	0	0	0	0	0
otu6060	0	0	2	0	0	0	0	0	0	0
otu6064	0	1	1	0	0	0	0	0	0	0
otu6084	1	0	0	0	0	0	1	0	0	0
otu6097	0	0	0	0	1	1	0	0	0	0
otu610	0	0	0	0	0	2	0	0	0	0
otu6104	0	0	1	0	0	0	0	0	1	0
otu6107	0	1	0	0	0	0	0	0	1	0
otu6110	0	0	0	0	0	1	1	0	0	0
otu612	0	0	0	0	0	0	0	1	1	0
otu6127	0	0	0	0	0	0	0	0	0	2
otu6136	0	0	0	0	0	0	2	0	0	0
otu6139	0	0	0	0	2	0	0	0	0	0
otu6142	0	0	2	0	0	0	0	0	0	0
otu6149	0	0	1	0	1	0	0	0	0	0
otu6152	0	0	1	1	0	0	0	0	0	0
otu6176	0	1	0	0	0	0	1	0	0	0
otu6178	0	0	0	0	0	1	0	1	0	0
otu6179	1	1	0	0	0	0	0	0	0	0
otu6181	0	0	0	0	0	0	1	1	0	0
otu6182	0	0	1	0	0	0	0	1	0	0
otu6193	0	0	0	2	0	0	0	0	0	0
otu6195	0	0	0	0	0	2	0	0	0	0
otu6196	0	0	0	0	0	0	0	0	2	0
otu6199	0	2	0	0	0	0	0	0	0	0
otu6208	0	0	0	0	1	0	0	0	1	0
otu6210	0	0	0	0	0	0	2	0	0	0
otu6218	0	0	1	0	0	0	0	0	1	0
otu6222	2	0	0	0	0	0	0	0	0	0
otu623	0	0	0	0	0	0	1	0	1	0
otu6234	0	0	0	0	1	1	0	0	0	0
otu6235	0	0	0	0	0	0	1	0	1	0
otu6252	2	0	0	0	0	0	0	0	0	0
otu6254	2	0	0	0	0	0	0	0	0	0
otu6263	0	0	0	0	0	0	0	0	2	0
otu627	1	0	0	0	0	0	1	0	0	0
otu6273	0	0	0	0	1	0	0	1	0	0
otu6276	0	0	1	1	0	0	0	0	0	0
otu6284	0	0	0	1	0	0	1	0	0	0
otu629	0	1	0	0	0	0	1	0	0	0
otu631	0	0	2	0	0	0	0	0	0	0
otu6312	0	0	0	0	0	0	0	0	2	0
otu6317	0	0	0	0	1	0	0	0	1	0
otu6318	0	0	0	0	0	0	0	1	1	0
otu6329	0	0	0	0	0	0	2	0	0	0
otu633	0	0	0	0	0	0	0	2	0	0
otu6338	0	0	0	0	2	0	0	0	0	0
otu6342	0	0	1	0	0	0	0	0	1	0
otu6350	0	1	0	0	0	0	0	0	0	1
otu6352	0	0	1	0	0	0	0	0	1	0
otu6359	0	0	0	0	0	0	1	0	1	0
otu6361	0	0	2	0	0	0	0	0	0	0
otu6365	0	0	0	0	1	0	0	1	0	0
otu6368	0	0	0	0	2	0	0	0	0	0
otu6376	0	0	0	2	0	0	0	0	0	0
otu6405	0	0	0	0	0	0	0	0	0	2
otu6413	0	0	2	0	0	0	0	0	0	0
otu6432	0	0	0	0	0	2	0	0	0	0
otu6436	0	0	0	0	0	1	0	0	1	0
otu6447	0	0	0	0	0	0	2	0	0	0
otu6456	2	0	0	0	0	0	0	0	0	0
otu6465	0	2	0	0	0	0	0	0	0	0
otu6467	0	2	0	0	0	0	0	0	0	0
otu647	0	0	0	1	0	0	1	0	0	0
otu6480	0	0	0	0	0	0	1	0	1	0
otu6481	0	1	0	0	0	0	0	1	0	0
otu6484	0	0	0	0	0	0	0	0	2	0
otu6500	0	0	0	0	1	0	0	0	1	0
otu6509	1	0	0	0	0	1	0	0	0	0
otu651	0	0	0	0	0	2	0	0	0	0
otu6510	0	1	1	0	0	0	0	0	0	0
otu6515	1	0	0	0	1	0	0	0	0	0
otu652	0	0	0	0	0	0	2	0	0	0
otu6533	0	0	1	0	1	0	0	0	0	0
otu654	0	0	0	0	0	0	0	1	1	0
otu655	0	0	0	0	0	0	2	0	0	0
otu6551	0	1	0	0	0	0	0	1	0	0
otu6571	0	1	0	0	1	0	0	0	0	0
otu6572	0	0	0	0	0	2	0	0	0	0
otu6578	0	0	0	0	0	0	0	0	0	2
otu6583	0	0	0	0	0	0	0	2	0	0
otu6586	0	0	0	0	2	0	0	0	0	0
otu6587	1	0	0	0	1	0	0	0	0	0
otu6592	0	1	0	0	1	0	0	0	0	0
otu6594	1	1	0	0	0	0	0	0	0	0
otu6599	2	0	0	0	0	0	0	0	0	0
otu6602	0	0	0	0	1	0	0	0	1	0
otu6609	1	0	0	0	0	0	0	0	0	1
otu6611	0	0	0	0	0	0	2	0	0	0
otu6620	0	0	2	0	0	0	0	0	0	0
otu6623	1	0	0	1	0	0	0	0	0	0
otu6624	0	2	0	0	0	0	0	0	0	0
otu6628	0	2	0	0	0	0	0	0	0	0
otu6630	0	0	0	2	0	0	0	0	0	0
otu6636	0	0	0	0	0	2	0	0	0	0
otu6641	0	0	0	1	0	0	1	0	0	0
otu6655	0	0	1	0	0	0	0	1	0	0
otu6656	2	0	0	0	0	0	0	0	0	0
otu6664	1	0	1	0	0	0	0	0	0	0
otu6666	0	0	0	0	0	0	0	0	2	0
otu6667	0	0	0	0	0	1	1	0	0	0
otu667	2	0	0	0	0	0	0	0	0	0
otu6671	2	0	0	0	0	0	0	0	0	0
otu6677	0	0	2	0	0	0	0	0	0	0
otu6687	0	0	0	0	0	0	0	0	2	0
otu6698	0	1	1	0	0	0	0	0	0	0
otu670	0	0	0	0	1	0	0	0	1	0
otu6702	0	0	1	0	1	0	0	0	0	0
otu6706	0	0	0	0	0	0	0	0	0	2
otu6728	0	2	0	0	0	0	0	0	0	0
otu673	0	0	0	0	0	1	0	1	0	0
otu6731	0	0	0	2	0	0	0	0	0	0
otu6749	0	2	0	0	0	0	0	0	0	0
otu6750	0	0	0	0	2	0	0	0	0	0
otu6752	0	0	0	2	0	0	0	0	0	0
otu6760	1	0	0	0	0	1	0	0	0	0
otu6766	1	0	1	0	0	0	0	0	0	0
otu6783	2	0	0	0	0	0	0	0	0	0
otu6784	0	0	1	0	0	0	0	0	0	1
otu6789	0	0	0	0	2	0	0	0	0	0
otu6792	0	0	2	0	0	0	0	0	0	0
otu6795	0	0	0	0	0	0	0	0	2	0
otu6802	0	0	0	0	1	1	0	0	0	0
otu6810	1	0	1	0	0	0	0	0	0	0
otu6813	1	0	0	1	0	0	0	0	0	0
otu6817	0	1	0	0	0	0	1	0	0	0
otu6821	1	0	0	1	0	0	0	0	0	0
otu6824	1	0	0	0	1	0	0	0	0	0
otu6827	2	0	0	0	0	0	0	0	0	0
otu6831	0	1	0	0	0	0	0	0	1	0
otu6833	0	2	0	0	0	0	0	0	0	0
otu6840	0	0	1	0	0	0	0	0	0	1
otu6841	0	0	1	0	0	0	0	0	1	0
otu6848	0	0	0	0	0	0	0	1	1	0
otu6860	0	0	0	2	0	0	0	0	0	0
otu6870	0	0	0	1	0	1	0	0	0	0
otu6874	0	0	1	0	0	0	0	0	1	0
otu6875	0	1	0	1	0	0	0	0	0	0
otu6878	0	0	0	0	0	2	0	0	0	0
otu6882	0	0	0	0	1	0	0	0	1	0
otu689	0	0	0	2	0	0	0	0	0	0
otu6894	0	1	1	0	0	0	0	0	0	0
otu6895	0	1	0	0	0	0	0	0	1	0
otu6907	0	0	1	0	1	0	0	0	0	0
otu6913	0	0	2	0	0	0	0	0	0	0
otu6936	0	0	0	0	2	0	0	0	0	0
otu6939	0	0	2	0	0	0	0	0	0	0
otu696	2	0	0	0	0	0	0	0	0	0
otu6960	0	0	2	0	0	0	0	0	0	0
otu6961	0	0	0	0	0	0	0	0	2	0
otu6978	1	1	0	0	0	0	0	0	0	0
otu6994	0	1	1	0	0	0	0	0	0	0
otu6999	0	0	0	2	0	0	0	0	0	0
otu7002	0	0	0	0	0	1	0	0	0	1
otu7005	0	0	0	1	0	0	0	0	1	0
otu7006	0	0	1	0	1	0	0	0	0	0
otu7014	0	2	0	0	0	0	0	0	0	0
otu7020	0	1	0	0	0	0	0	0	1	0
otu7033	0	0	0	0	0	0	0	2	0	0
otu7039	1	0	0	0	0	1	0	0	0	0
otu704	1	1	0	0	0	0	0	0	0	0
otu7049	0	0	2	0	0	0	0	0	0	0
otu7055	0	1	0	0	0	1	0	0	0	0
otu7057	0	0	0	2	0	0	0	0	0	0
otu7065	0	1	1	0	0	0	0	0	0	0
otu707	0	1	0	0	0	0	1	0	0	0
otu7073	0	0	1	0	0	0	0	0	1	0
otu7079	0	1	0	0	1	0	0	0	0	0
otu7096	0	0	0	2	0	0	0	0	0	0
otu7107	0	0	0	0	0	0	0	0	2	0
otu7112	0	0	0	0	2	0	0	0	0	0
otu7123	0	0	0	1	0	0	1	0	0	0
otu713	0	1	0	1	0	0	0	0	0	0
otu7130	1	1	0	0	0	0	0	0	0	0
otu7131	1	0	1	0	0	0	0	0	0	0
otu7150	1	0	1	0	0	0	0	0	0	0
otu7157	0	0	0	0	0	0	0	0	2	0
otu7158	2	0	0	0	0	0	0	0	0	0
otu7160	0	2	0	0	0	0	0	0	0	0
otu7161	0	2	0	0	0	0	0	0	0	0
otu7164	0	0	2	0	0	0	0	0	0	0
otu7172	0	0	1	0	0	0	1	0	0	0
otu7183	0	0	1	0	1	0	0	0	0	0
otu719	2	0	0	0	0	0	0	0	0	0
otu7192	0	0	0	0	1	1	0	0	0	0
otu7197	0	0	1	0	0	1	0	0	0	0
otu7214	0	1	0	0	0	0	0	0	1	0
otu7215	0	0	0	0	1	1	0	0	0	0
otu7216	0	1	0	0	1	0	0	0	0	0
otu7217	0	1	0	0	0	0	0	1	0	0
otu7218	0	1	0	0	1	0	0	0	0	0
otu7219	0	0	2	0	0	0	0	0	0	0
otu7225	0	0	0	0	2	0	0	0	0	0
otu7227	0	0	2	0	0	0	0	0	0	0
otu7228	0	0	0	0	1	0	0	1	0	0
otu7235	0	2	0	0	0	0	0	0	0	0
otu7241	0	1	0	0	0	0	1	0	0	0
otu7246	0	1	0	0	0	0	1	0	0	0
otu7247	0	2	0	0	0	0	0	0	0	0
otu7252	0	2	0	0	0	0	0	0	0	0
otu7256	2	0	0	0	0	0	0	0	0	0
otu7258	0	0	0	0	0	1	0	0	1	0
otu7259	0	0	0	1	0	0	1	0	0	0
otu7268	0	0	0	0	1	1	0	0	0	0
otu7270	0	0	0	0	0	2	0	0	0	0
otu7273	0	0	0	0	1	0	0	1	0	0
otu7278	0	0	1	1	0	0	0	0	0	0
otu728	0	1	0	0	0	0	1	0	0	0
otu7281	0	1	0	0	1	0	0	0	0	0
otu7286	1	0	0	0	0	0	1	0	0	0
otu729	0	0	0	0	0	2	0	0	0	0
otu7299	0	1	0	0	0	0	0	1	0	0
otu73	1	0	0	0	1	0	0	0	0	0
otu7310	0	0	0	1	0	1	0	0	0	0
otu7318	0	0	0	0	1	0	0	1	0	0
otu7324	0	0	0	0	0	0	2	0	0	0
otu7325	1	0	1	0	0	0	0	0	0	0
otu733	1	0	1	0	0	0	0	0	0	0
otu7332	0	0	2	0	0	0	0	0	0	0
otu7340	0	0	0	1	0	1	0	0	0	0
otu7364	1	0	0	0	1	0	0	0	0	0
otu7376	0	0	0	0	1	0	1	0	0	0
otu7377	2	0	0	0	0	0	0	0	0	0
otu7378	0	1	1	0	0	0	0	0	0	0
otu7383	0	0	2	0	0	0	0	0	0	0
otu7391	0	0	2	0	0	0	0	0	0	0
otu7392	0	0	0	0	1	0	1	0	0	0
otu7394	0	2	0	0	0	0	0	0	0	0
otu7397	0	0	0	0	0	0	0	2	0	0
otu7399	0	0	0	1	0	0	0	0	1	0
otu740	1	0	0	0	0	1	0	0	0	0
otu7408	1	0	0	0	0	0	0	0	1	0
otu741	0	0	0	1	1	0	0	0	0	0
otu7410	1	0	0	0	0	0	1	0	0	0
otu7421	0	0	2	0	0	0	0	0	0	0
otu7423	1	0	0	0	0	1	0	0	0	0
otu7429	0	0	0	0	0	0	2	0	0	0
otu7430	0	0	0	2	0	0	0	0	0	0
otu7437	0	0	0	0	0	2	0	0	0	0
otu7439	0	0	1	0	0	1	0	0	0	0
otu7447	0	1	0	0	0	0	1	0	0	0
otu7459	2	0	0	0	0	0	0	0	0	0
otu7460	0	0	0	2	0	0	0	0	0	0
otu7462	0	0	0	0	0	1	0	1	0	0
otu7465	0	0	1	0	1	0	0	0	0	0
otu7471	1	0	0	0	0	0	0	0	1	0
otu7478	0	0	1	0	1	0	0	0	0	0
otu7490	0	1	0	0	1	0	0	0	0	0
otu7500	0	0	0	0	0	2	0	0	0	0
otu7503	0	0	0	0	0	0	0	0	2	0
otu7516	2	0	0	0	0	0	0	0	0	0
otu7518	0	0	0	0	0	1	0	0	1	0
otu7530	0	2	0	0	0	0	0	0	0	0
otu7532	0	0	0	2	0	0	0	0	0	0
otu7537	0	0	0	1	1	0	0	0	0	0
otu7538	0	2	0	0	0	0	0	0	0	0
otu7541	0	0	0	2	0	0	0	0	0	0
otu7551	2	0	0	0	0	0	0	0	0	0
otu7556	0	0	0	0	0	0	2	0	0	0
otu7559	0	0	0	0	0	2	0	0	0	0
otu7597	0	0	0	0	0	0	2	0	0	0
otu7599	1	0	1	0	0	0	0	0	0	0
otu7600	0	1	0	0	1	0	0	0	0	0
otu7608	0	0	0	0	1	1	0	0	0	0
otu762	0	2	0	0	0	0	0	0	0	0
otu7629	0	1	1	0	0	0	0	0	0	0
otu7637	0	0	2	0	0	0	0	0	0	0
otu7640	0	0	0	0	0	0	0	0	2	0
otu765	0	0	0	0	0	2	0	0	0	0
otu7650	0	0	0	0	1	0	0	0	0	1
otu7654	0	0	0	0	0	0	2	0	0	0
otu7657	0	2	0	0	0	0	0	0	0	0
otu7660	0	0	0	0	1	1	0	0	0	0
otu7672	0	0	0	0	1	0	1	0	0	0
otu768	0	0	0	2	0	0	0	0	0	0
otu7681	0	2	0	0	0	0	0	0	0	0
otu769	2	0	0	0	0	0	0	0	0	0
otu7691	0	1	0	0	0	0	1	0	0	0
otu7700	0	0	0	0	0	0	1	0	0	1
otu7709	1	0	0	0	1	0	0	0	0	0
otu7711	0	1	0	0	1	0	0	0	0	0
otu7715	0	1	1	0	0	0	0	0	0	0
otu7716	0	0	0	0	0	0	0	2	0	0
otu773	2	0	0	0	0	0	0	0	0	0
otu7734	0	0	0	0	0	0	0	0	2	0
otu7735	0	0	0	0	1	0	0	1	0	0
otu7742	0	0	0	2	0	0	0	0	0	0
otu7744	0	2	0	0	0	0	0	0	0	0
otu7750	0	0	0	0	0	0	2	0	0	0
otu7755	0	0	0	0	1	0	0	0	1	0
otu7756	2	0	0	0	0	0	0	0	0	0
otu7760	0	2	0	0	0	0	0	0	0	0
otu7761	1	0	1	0	0	0	0	0	0	0
otu7774	0	0	0	0	0	1	0	1	0	0
otu7776	0	0	0	0	0	0	1	0	1	0
otu7777	0	1	0	0	1	0	0	0	0	0
otu7793	0	2	0	0	0	0	0	0	0	0
otu7796	0	1	0	1	0	0	0	0	0	0
otu7797	0	0	0	0	1	1	0	0	0	0
otu7808	0	1	0	0	0	0	1	0	0	0
otu7819	0	0	0	2	0	0	0	0	0	0
otu7834	0	0	0	0	2	0	0	0	0	0
otu7840	0	1	0	0	0	0	0	0	1	0
otu785	0	0	0	0	0	0	2	0	0	0
otu7854	0	0	0	0	0	0	1	0	1	0
otu7855	0	1	0	0	0	0	0	0	1	0
otu7856	0	0	1	0	1	0	0	0	0	0
otu7862	0	0	2	0	0	0	0	0	0	0
otu7865	2	0	0	0	0	0	0	0	0	0
otu7873	0	0	0	0	2	0	0	0	0	0
otu7880	0	0	1	1	0	0	0	0	0	0
otu7887	0	0	0	0	0	0	2	0	0	0
otu7888	0	0	0	2	0	0	0	0	0	0
otu7893	0	0	1	0	0	0	1	0	0	0
otu7901	2	0	0	0	0	0	0	0	0	0
otu7904	0	0	1	0	1	0	0	0	0	0
